"Year","DOY","Species","Respiration..mg.CO2.g.1.hr.1.","Temperature.C","Tissue.N..mg.g."
2011,174,"Erivag",2.14449230769231,17.64,26.14
2011,174,"Erivag",3.34059753954306,19,24.14
2011,174,"Erivag",1.3824,18.81,16.9
2011,174,"Erivag",2.29288299155609,19.2,25.64
2011,182,"Erivag",0.603428571428571,7.53,21.735
2011,183,"Erivag",1.9712,17.26,16.142
2011,183,"Erivag",1.98776470588235,18.26,20.705
2011,183,"Erivag",2.58612244897959,18.05,25.218
2011,183,"Erivag",1.83652173913043,16.72,21.841
2011,183,"Erivag",1.056,14.47,27.151
2011,183,"Erivag",0.61316129032258,12.68,23.036
2011,183,"Erivag",1.9008,12.79,24.639
2011,192,"Erivag",1.57961218836565,16.05,21.56
2011,192,"Erivag",3.69685575364668,19.59,23.07
2011,192,"Erivag",2.03789473684211,18.94,18.03
2011,192,"Erivag",0.787080745341615,17.43,17.36
2011,192,"Erivag",1.95958762886598,16.25,19.52
2011,192,"Erivag",0.915606936416185,15.35,18.78
2011,192,"Erivag",1.6194249201278,15.97,19.82
2011,192,"Erivag",1.56123203285421,16.17,16.58
2011,201,"Erivag",1.67682419659735,22.9,17.3
2011,201,"Erivag",1.14886672710789,21.13,17.45
2011,201,"Erivag",1.70913294797688,21.31,14.25
2011,201,"Erivag",2.34184804928131,22.11,19.39
2011,201,"Erivag",2.26735586481113,22.21,18.87
2011,201,"Erivag",1.77035294117647,22.77,16.82
2011,201,"Erivag",2.80044198895028,19.68,16.51
2011,201,"Erivag",2.64974169741697,22.92,16.98
2011,207,"Erivag",2.39395465994962,22.41,24.01
2011,207,"Erivag",1.8077032810271,20.83,23.24
2011,207,"Erivag",2.35234866828087,20,20.03
2011,207,"Erivag",1.8298916967509,18.5,20.4
2011,207,"Erivag",2.88468292682927,19.16,21.57
2011,207,"Erivag",0.905142857142857,20.88,20.58
2011,207,"Erivag",2.28324324324324,18.7,18.47
2011,207,"Erivag",2.69096525096525,19.71,17.64
2011,214,"Erivag",1.33773512476008,13.94,19.58
2011,214,"Erivag",0.725150214592275,13.42,13.44
2011,214,"Erivag",1.11157894736842,13.78,16.72
2011,214,"Erivag",0.676613272311213,12.58,18.84
2011,214,"Erivag",1.408,12.51,16.33
2011,214,"Erivag",1.41586592178771,11.64,17.08
2011,214,"Erivag",0.694832076764907,10.87,16.82
2011,224,"Erivag",1.33389473684211,17.22,12.3
2011,224,"Erivag",1.26422535211268,18.18,17.912
2011,224,"Erivag",1.3544893111639,20.42,13.132
2011,224,"Erivag",2.03076923076923,20.17,15.665
2011,224,"Erivag",1.82068965517241,19.17,14.135
2011,224,"Erivag",1.21456869009585,19.5,12.088
2011,224,"Erivag",1.39444291609353,18.83,14.732
2011,153,"Salpul",1.55100576590909,15.93,31.736
2011,153,"Salpul",1.24985373732911,16.65,30.697
2011,153,"Salpul",1.12422879076295,12.9,34.756
2011,153,"Salpul",0.667628921317294,12.39,33.502
2011,153,"Salpul",0.624294865522757,10.59,33.455
2011,153,"Salpul",0.754425775585326,13.75,33.659
2011,153,"Salpul",1.02929230329341,9.19,27.007
2011,153,"Salpul",0.960876816111811,10.31,28.778
2011,158,"Salpul",2.83727475874346,20.6,29.07
2011,158,"Salpul",3.12487918181818,19.78,25.41
2011,158,"Salpul",3.44560067295775,21.34,28.17
2011,158,"Salpul",3.57805516,22.16,22.25
2011,158,"Salpul",2.98246119261261,20.58,23.62
2011,158,"Salpul",3.23432444923077,19.27,25
2011,158,"Salpul",3.11569442192849,21.43,22.09
2011,158,"Salpul",2.19455462909366,20.53,22.32
2011,167,"Salpul",1.5265710784948,11.38,26.4
2011,167,"Salpul",1.20942723852951,11.27,26.79
2011,167,"Salpul",0.794838379918662,14.38,23.18
2011,167,"Salpul",1.99177806892831,17.19,24.06
2011,167,"Salpul",2.20726664801342,19.97,25.82
2011,167,"Salpul",1.3481908154002,19.6,22.17
2011,167,"Salpul",3.05484280348178,21.72,25.39
2011,167,"Salpul",1.04234267230927,19.61,22.44
2011,174,"Salpul",1.5327106792233,17.29,22.6
2011,174,"Salpul",0.865598418610838,16.34,20.63
2011,174,"Salpul",0.915831316282708,15.47,22.57
2011,174,"Salpul",1.01671558950517,15.73,21.52
2011,174,"Salpul",1.69010117316867,16.86,19.84
2011,174,"Salpul",1.64870440788136,19.11,22.95
2011,174,"Salpul",1.80679722476923,19.05,22.05
2011,174,"Salpul",1.57208852895122,18.83,23.37
2011,183,"Salpul",0.867199497142857,17.8,19.538
2011,183,"Salpul",0.571208908903226,18.48,20.181
2011,183,"Salpul",0.715500514149626,18.34,18.212
2011,183,"Salpul",0.260012882365805,15.22,18.321
2011,183,"Salpul",0.472919428896552,13.58,18.175
2011,183,"Salpul",0.631108962324324,12.57,21.231
2011,183,"Salpul",0.490156827359102,13.07,16.81
2011,192,"Salpul",0.993658834891622,15.84,21.86
2011,192,"Salpul",0.871841659148621,20.01,19.12
2011,192,"Salpul",0.768905529829268,18.79,15.7
2011,192,"Salpul",0.684838008691472,17.38,17.85
2011,192,"Salpul",0.573119041790375,16.16,18.6
2011,192,"Salpul",0.758665989635807,15.15,18.16
2011,192,"Salpul",0.602628265588235,15.8,18.4
2011,192,"Salpul",0.773295412843735,16.24,22.3
2011,214,"Salpul",0.468237240873786,13.99,17.99
2011,214,"Salpul",0.588625229766423,13.42,18.26
2011,214,"Salpul",0.464872058375449,13.59,17.88
2011,214,"Salpul",0.735870779590684,12.45,15.58
2011,214,"Salpul",1.1101219567083,12.67,16.2
2011,214,"Salpul",0.283027885924731,10.52,25.82
2011,224,"Salpul",0.903648323178615,17.44,14.543
2011,224,"Salpul",0.960107541524272,18.25,10.995
2011,224,"Salpul",1.06452871807692,20,15.314
2011,224,"Salpul",0.736445964575533,19.59,15.98
2011,224,"Salpul",1.14149290131034,19.29,13.063
2011,224,"Salpul",0.74183070254384,19.22,12.482
2011,224,"Salpul",1.11302799004821,18.51,14.624
2012,160,"Ledpul",2.37630823783784,14.08,14.715
2012,160,"Ledpul",1.17238676210526,16.21,12.437
2012,160,"Ledpul",1.49218954971429,14.86,14.675
2012,160,"Ledpul",0.8479812,13.53,12.214
2012,160,"Ledpul",1.31386916571429,15.83,13.305
2012,160,"Ledpul",1.21683901935484,14.56,13.144
2012,160,"Ledpul",1.11684299294118,13.81,11.929
2012,160,"Ledpul",0.9256544,14.6,11.838
2012,168,"Ledpul",1.3246299961165,18.09,13.917
2012,168,"Ledpul",1.98682051764706,25.63,11.867
2012,168,"Ledpul",1.78813105683192,21.65,14.48
2012,168,"Ledpul",1.2536007804878,17.12,13.049
2012,168,"Ledpul",0.776099877372263,16.15,9.299
2012,168,"Ledpul",0.952023272727273,21.33,11.778
2012,168,"Ledpul",0.078013957752809,17.46,10.203
2012,173,"Ledpul",5.43242741889986,28.19,12.082
2012,173,"Ledpul",0.892105294605809,30.39,13.006
2012,173,"Ledpul",2.20702163478261,27.95,13.677
2012,173,"Ledpul",2.45178283146067,31.42,11.973
2012,173,"Ledpul",4.22211945205479,24.84,16.749
2012,173,"Ledpul",2.21086945054945,27.95,15.035
2012,173,"Ledpul",3.65495004334365,27.79,15.349
2012,179,"Ledpul",0.439152204255319,19.5,12.078
2012,179,"Ledpul",1.3033627826087,23.6,12.545
2012,179,"Ledpul",2.64730789380531,17.23,12.956
2012,179,"Ledpul",1.06397465955176,15.01,18.128
2012,179,"Ledpul",0.540035915294118,16.92,13.041
2012,179,"Ledpul",1.20194351020408,17.55,11.66
2012,179,"Ledpul",1.10674580210526,19.41,13.526
2012,186,"Ledpul",3.64997485714286,17.35,14.818
2012,186,"Ledpul",4.62449746613546,17.35,15.794
2012,186,"Ledpul",3.24983714594595,17.35,15.401
2012,186,"Ledpul",2.0561455936255,18.43,12.165
2012,186,"Ledpul",3.43093096296296,18.43,11.565
2012,186,"Ledpul",3.83894103092783,18.43,17.551
2012,186,"Ledpul",2.40453765182186,18.43,14.814
2012,199,"Ledpul",1.06175876527331,13.09,16.969
2012,199,"Ledpul",1.62430612048193,11.54,17.331
2012,199,"Ledpul",1.2738528,11.73,15.602
2012,199,"Ledpul",0.138868363636364,12.27,12.791
2012,199,"Ledpul",0.60854912455516,10.7,17.063
2012,199,"Ledpul",0.330212288659794,11.09,13.106
2012,199,"Ledpul",0.374118171428571,12.04,13.64
2012,199,"Ledpul",0.370081178717599,12.46,12.847
2012,206,"Ledpul",0.587228310474755,14.38,12.893
2012,206,"Ledpul",1.61359423602484,15.78,14.359
2012,206,"Ledpul",1.18472461016949,12.66,11.024
2012,206,"Ledpul",0.338204518134715,13.6,10.912
2012,206,"Ledpul",0.824009337271116,15.47,12.739
2012,206,"Ledpul",0.702415287449393,14.76,9.488
2012,206,"Ledpul",0.374910757281553,14.62,13.801
2012,206,"Ledpul",0.3658688,18.26,11.907
2012,212,"Ledpul",0.443727284623773,15.15,10.302
2012,212,"Ledpul",0.372655094339623,15.11,12.468
2012,212,"Ledpul",0.375967475409836,17.86,13.849
2012,212,"Ledpul",0.350405303867403,18.63,11.952
2012,212,"Ledpul",1.05581194520548,20.41,12.901
2012,212,"Ledpul",0.821742065934066,16.63,11.678
2012,212,"Ledpul",0.646145820768137,20.44,14.763
2012,212,"Ledpul",0.598721242718447,19.7,12.199
2012,219,"Ledpul",0.484582153846154,13.97,9.97
2012,219,"Ledpul",0.503597744262295,11.21,9.917
2012,219,"Ledpul",0.278880732824427,11.97,12.875
2012,219,"Ledpul",0.367298865671642,10.45,11.893
2012,219,"Ledpul",0.48425021686747,10.77,13.55
2012,219,"Ledpul",0.278383530474041,11.36,12.623
2012,219,"Ledpul",0.38983305800464,10.72,12.008
2012,219,"Ledpul",0.492811708939709,10.37,14.051
2012,160,"Vacvit",1.23463296,15.85,5.379
2012,160,"Vacvit",0.9917952,14.9,8.385
2012,160,"Vacvit",0.399456729113924,19.78,8.632
2012,160,"Vacvit",0.4948736,15.08,8.243
2012,160,"Vacvit",0.427690386885246,15.05,7.764
2012,160,"Vacvit",0.321009681355932,15.66,7.027
2012,160,"Vacvit",0.941306983783784,14.81,7.234
2012,160,"Vacvit",0.386415966315789,13.23,8.578
2012,168,"Vacvit",0.647389418386492,18.09,7.546
2012,168,"Vacvit",0.842294051813471,22.46,7.225
2012,168,"Vacvit",1.28965853510436,21.95,8.358
2012,168,"Vacvit",1.45033611808118,21.88,10.554
2012,168,"Vacvit",0.790361719626168,15.91,9.898
2012,168,"Vacvit",0.788432155339806,17.32,8.366
2012,168,"Vacvit",0.592648941176471,18.55,8.007
2012,168,"Vacvit",2.05368915348837,19.07,9.609
2012,173,"Vacvit",1.38834580645161,26.75,8.023
2012,173,"Vacvit",2.41739341772152,24.13,7.728
2012,173,"Vacvit",1.424632,28.87,8.454
2012,173,"Vacvit",2.231658,27.79,11.209
2012,173,"Vacvit",1.22160394520548,25.95,7.763
2012,173,"Vacvit",1.82302542574257,27.81,8.281
2012,173,"Vacvit",2.73358528146453,34.23,6.749
2012,179,"Vacvit",1.81900110179641,22.46,12.225
2012,179,"Vacvit",1.61979583827493,21.37,9.659
2012,179,"Vacvit",1.09478201036269,15.05,7.313
2012,179,"Vacvit",1.06015491588785,16.53,9.132
2012,179,"Vacvit",1.61927471020408,18.55,9.151
2012,179,"Vacvit",2.15875571270718,16.35,12.273
2012,179,"Vacvit",0.490061268292683,17.19,7.824
2012,179,"Vacvit",0.52942945308741,19.01,6.293
2012,186,"Vacvit",0.950791629139073,17.35,7.12
2012,186,"Vacvit",0.884806180168503,17.35,7.442
2012,186,"Vacvit",2.20464216541353,17.35,8.453
2012,186,"Vacvit",1.68298158139535,18.43,8.03
2012,186,"Vacvit",2.03256443076923,18.43,7.459
2012,186,"Vacvit",1.91738174179431,18.43,8.796
2012,199,"Vacvit",1.02457130126582,11.47,6.082
2012,199,"Vacvit",0.765061509933775,12.04,9.787
2012,199,"Vacvit",1.35082621276596,12.25,7.163
2012,199,"Vacvit",0.410487069767442,10.65,7.35
2012,199,"Vacvit",0.154006337950138,11.06,8.457
2012,199,"Vacvit",0.327792223255814,13.07,8.224
2012,199,"Vacvit",1.3066852173913,13.16,10.538
2012,206,"Vacvit",0.779883346613546,14.63,7.275
2012,206,"Vacvit",0.546100467326733,15.26,8.465
2012,206,"Vacvit",0.837156571428571,13.05,6.856
2012,206,"Vacvit",0.850814304635762,13.99,7.349
2012,206,"Vacvit",1.5606467673716,15.92,7.869
2012,206,"Vacvit",1.0161989623431,14.69,7.026
2012,206,"Vacvit",0.495127981264637,17.69,6.286
2012,206,"Vacvit",0.758081910447761,19.35,7.545
2012,212,"Vacvit",0.709283229357798,16.02,6.185
2012,212,"Vacvit",0.879866482758621,16.32,8.025
2012,212,"Vacvit",0.29100842384106,16.23,6.852
2012,212,"Vacvit",1.29505556756757,21.55,9.773
2012,212,"Vacvit",0.9765888,19.88,7.984
2012,212,"Vacvit",0.954336318936877,17.12,8.034
2012,212,"Vacvit",1.21193372903226,17.9,8.366
2012,212,"Vacvit",0.419500281081081,19.91,7.895
2012,219,"Vacvit",0.73141857807309,14.78,7.988
2012,219,"Vacvit",0.403265739130435,10.84,6.008
2012,219,"Vacvit",0.317152,11.99,6.899
2012,219,"Vacvit",0.415371831932773,10.57,8.405
2012,219,"Vacvit",0.774375406113537,10.46,7.198
2012,219,"Vacvit",0.848669042016807,11.41,6.973
2012,219,"Vacvit",1.01946810810811,10.85,7.035
2012,219,"Vacvit",0.421733753943218,10.26,5.997
