Date,HHMMSS,Snowlevel,Plot,Tleaf,Spp,PsCorrected,Conductancecorrected
6/24/2016,11:47:00,LOWSNOW,2,20.76,betula,7.458084409,0.135286182
6/24/2016,11:47:01,LOWSNOW,2,20.76,betula,7.458084409,0.135286182
6/24/2016,11:49:02,LOWSNOW,2,21.01,ledum,6.833073323,0.125117005
6/24/2016,11:49:03,LOWSNOW,2,21,ledum,6.739469579,0.125117005
6/24/2016,11:49:04,LOWSNOW,2,21,ledum,6.677067083,0.125429017
6/24/2016,11:54:08,LOWSNOW,2,21.97,eriophorum,3.807160581,0.018504077
6/24/2016,11:54:09,LOWSNOW,2,21.97,eriophorum,3.807160581,0.018504077
6/24/2016,11:54:10,LOWSNOW,2,21.97,eriophorum,3.732718894,0.018397731
6/24/2016,11:58:05,LOWSNOW,3,21.99,salix,3.695951874,0.047374358
6/24/2016,11:58:06,LOWSNOW,3,21.99,salix,3.729790701,0.047374358
6/24/2016,11:58:08,LOWSNOW,3,21.98,salix,3.729790701,0.046998371
6/24/2016,12:01:15,LOWSNOW,3,21.13,betula,9.988901221,0.154642989
6/24/2016,12:01:16,LOWSNOW,3,21.12,betula,9.988901221,0.154642989
6/24/2016,12:01:18,LOWSNOW,3,21.1,betula,9.988901221,0.154642989
6/24/2016,12:05:23,LOWSNOW,3,21.66,ledum,8.181818182,-0.110330579
6/24/2016,12:05:25,LOWSNOW,3,21.66,ledum,8.305785124,-0.108471074
6/24/2016,12:05:26,LOWSNOW,3,21.66,ledum,8.243801653,-0.105991736
6/24/2016,12:19:23,LOWSNOW,3,22.79,eriophorum,1.847912367,0.01895539
6/24/2016,12:19:24,LOWSNOW,3,22.79,eriophorum,1.847912367,0.01895539
6/24/2016,12:19:25,LOWSNOW,3,22.79,eriophorum,1.876488331,0.01895539
6/24/2016,12:22:13,LOWSNOW,4,22.52,salix,4.630843163,0.068588903
6/24/2016,12:22:14,LOWSNOW,4,22.52,salix,4.587155963,0.068588903
6/24/2016,12:22:15,LOWSNOW,4,22.52,salix,4.543468764,0.068588903
6/24/2016,12:24:40,LOWSNOW,4,22.32,betula,4.428653295,0.118968481
6/24/2016,12:24:41,LOWSNOW,4,22.32,betula,4.428653295,0.118968481
6/24/2016,12:24:42,LOWSNOW,4,22.31,betula,4.325501433,0.118968481
6/24/2016,12:27:48,LOWSNOW,4,22.33,ledum,2.551145038,0.333435115
6/24/2016,12:27:49,LOWSNOW,4,22.33,ledum,2.551145038,0.333435115
6/24/2016,12:27:50,LOWSNOW,4,22.34,ledum,2.738931298,0.331603053
6/24/2016,12:30:47,LOWSNOW,4,21.09,eriophorum,1.088005324,0.047413076
6/24/2016,12:30:48,LOWSNOW,4,21.09,eriophorum,1.088005324,0.047413076
6/24/2016,12:30:49,LOWSNOW,4,21.1,eriophorum,1.117950424,0.047512893
6/24/2016,12:34:09,LOWSNOW,5,19.65,salix,4.610407118,0.086141817
6/24/2016,12:34:10,LOWSNOW,5,19.65,salix,4.610407118,0.086141817
6/24/2016,12:34:11,LOWSNOW,5,19.64,salix,4.650849286,0.085737396
6/24/2016,12:43:16,LOWSNOW,5,17.35,betula,8.82685779,0.178800453
6/24/2016,12:43:17,LOWSNOW,5,17.35,betula,8.82685779,0.178800453
6/24/2016,12:43:18,LOWSNOW,5,17.35,betula,8.872123727,0.178347793
6/24/2016,12:53:23,LOWSNOW,5,18.87,ledum,0.404076207,0.369517058
6/24/2016,12:53:24,LOWSNOW,5,18.87,ledum,0.404076207,0.369517058
6/24/2016,12:53:25,LOWSNOW,5,18.88,ledum,0.350908285,0.366858662
6/24/2016,12:56:09,LOWSNOW,5,19.64,eriophorum,8.285933897,0.167563413
6/24/2016,12:56:09,LOWSNOW,5,19.64,eriophorum,8.285933897,0.167563413
6/24/2016,12:56:11,AMBSNOW,1,19.64,eriophorum,8.239815527,0.166026134
6/24/2016,13:20:38,AMBSNOW,1,18.04,salix,5.186515061,0.057450628
6/24/2016,13:20:38,AMBSNOW,1,18.04,salix,5.186515061,0.057450628
6/24/2016,13:20:40,AMBSNOW,1,18.03,salix,5.186515061,0.057051666
6/24/2016,13:29:46,AMBSNOW,1,20.26,betula,7.765195285,0.081811879
6/24/2016,13:29:47,AMBSNOW,1,20.25,betula,7.765195285,0.081811879
6/24/2016,13:29:49,AMBSNOW,1,20.25,betula,7.834527386,0.081811879
6/24/2016,13:33:16,AMBSNOW,1,21.12,ledum,6.699669967,0.088448845
6/24/2016,13:33:17,AMBSNOW,1,21.12,ledum,6.699669967,0.088448845
6/24/2016,13:33:18,AMBSNOW,1,21.11,ledum,6.666666667,0.088778878
6/24/2016,13:39:05,AMBSNOW,1,21.06,eriophorum,9.603540476,0.128342246
6/24/2016,13:39:06,AMBSNOW,1,21.05,eriophorum,9.603540476,0.128342246
6/24/2016,13:39:08,AMBSNOW,1,21.04,eriophorum,9.570348516,0.128342246
6/24/2016,13:43:57,AMBSNOW,2,21.56,salix,3.440366972,0.042144495
6/24/2016,13:43:57,AMBSNOW,2,21.56,salix,3.440366972,0.042144495
6/24/2016,13:43:59,AMBSNOW,2,21.56,salix,3.446100917,0.042316514
6/24/2016,13:49:59,AMBSNOW,2,22.87,betula,7.095926413,0.057468244
6/24/2016,13:50:00,AMBSNOW,2,22.87,betula,7.095926413,0.057468244
6/24/2016,13:50:02,AMBSNOW,2,22.87,betula,7.122207622,0.057468244
6/24/2016,13:57:39,AMBSNOW,2,20.91,ledum,4.285714286,0.1875
6/24/2016,13:57:40,AMBSNOW,2,20.91,ledum,4.285714286,0.1875
6/24/2016,13:57:41,AMBSNOW,2,20.91,ledum,4.400510204,0.187117347
6/24/2016,14:00:18,AMBSNOW,2,21.93,eriophorum,2.650793651,0.059206349
6/24/2016,14:00:19,AMBSNOW,2,21.93,eriophorum,2.650793651,0.059206349
6/24/2016,14:00:20,AMBSNOW,2,21.93,eriophorum,2.634920635,0.059206349
6/24/2016,14:04:15,AMBSNOW,3,22.14,salix,2.925779849,0.082825385
6/24/2016,14:04:16,AMBSNOW,3,22.14,salix,2.984940839,0.082825385
6/24/2016,14:04:17,AMBSNOW,3,22.15,salix,2.952671208,0.082825385
6/24/2016,14:06:35,AMBSNOW,3,22.49,betula,6.312563841,0.08886619
6/24/2016,14:06:36,AMBSNOW,3,22.49,betula,6.189989785,0.08947906
6/24/2016,14:06:37,AMBSNOW,3,22.5,betula,6.189989785,0.090091931
6/24/2016,14:19:33,AMBSNOW,3,21.02,ledum,4.444444444,0.047723133
6/24/2016,14:19:34,AMBSNOW,3,21.02,ledum,4.480874317,0.047723133
6/24/2016,14:19:35,AMBSNOW,3,21.02,ledum,4.590163934,0.04845173
6/24/2016,14:25:42,AMBSNOW,3,21.86,eriophorum,6.810154525,0.131346578
6/24/2016,14:25:44,AMBSNOW,3,21.85,eriophorum,6.887417219,0.131346578
6/24/2016,14:25:45,AMBSNOW,3,21.83,eriophorum,6.920529801,0.131346578
6/24/2016,14:28:06,AMBSNOW,4,21.31,salix,3.386029824,0.032514856
6/24/2016,14:28:08,AMBSNOW,4,21.3,salix,3.386029824,0.032514856
6/24/2016,14:28:09,AMBSNOW,4,21.3,salix,3.386029824,0.032514856
6/24/2016,14:31:58,AMBSNOW,4,19.32,betula,11.97066477,0.201088242
6/24/2016,14:31:59,AMBSNOW,4,19.32,betula,11.97066477,0.201561391
6/24/2016,14:32:00,AMBSNOW,4,19.32,betula,11.92334989,0.201561391
6/24/2016,14:35:13,AMBSNOW,4,20.64,ledum,2.595034911,0.019666408
6/24/2016,14:35:14,AMBSNOW,4,20.64,ledum,2.595034911,0.019666408
6/24/2016,14:35:15,AMBSNOW,4,20.63,ledum,2.548487199,0.019666408
6/24/2016,14:37:43,AMBSNOW,4,21.54,eriophorum,10.08681926,0.124309392
6/24/2016,14:37:44,AMBSNOW,4,21.54,eriophorum,10.08681926,0.124309392
6/24/2016,14:37:45,AMBSNOW,4,21.55,eriophorum,10.01578532,0.123125493
6/24/2016,14:42:44,AMBSNOW,5,21.92,salix,42.21585482,0.29608405
6/24/2016,14:42:45,AMBSNOW,5,21.92,salix,42.21585482,0.29608405
6/24/2016,14:42:46,AMBSNOW,5,21.92,salix,42.21585482,0.29608405
6/24/2016,14:49:21,AMBSNOW,5,23.08,betula,33.46265761,0.132977692
6/24/2016,14:49:22,AMBSNOW,5,23.08,betula,33.46265761,0.136469447
6/24/2016,14:49:23,AMBSNOW,5,23.08,betula,33.46265761,0.140543162
6/24/2016,14:53:33,AMBSNOW,5,23.55,ledum,4.484058965,0.058827563
6/24/2016,14:53:34,AMBSNOW,5,23.55,ledum,4.484058965,0.058827563
6/24/2016,14:53:35,AMBSNOW,5,23.55,ledum,4.401782653,0.058621872
6/24/2016,14:55:39,AMBSNOW,5,23.27,eriophorum,8.822339134,0.047106435
6/24/2016,14:55:40,AMBSNOW,5,23.27,eriophorum,8.822339134,0.047106435
6/24/2016,14:55:41,AMBSNOW,5,23.27,eriophorum,8.903278025,0.04743019
6/24/2016,15:03:28,HIGHSNOW,1,22.73,salix,8.955902409,0.128655857
6/24/2016,15:03:29,HIGHSNOW,1,22.72,salix,8.910440976,0.128655857
6/24/2016,15:03:30,HIGHSNOW,1,22.73,salix,8.955902409,0.128201243
6/24/2016,15:06:30,HIGHSNOW,1,22.98,betula,8.008769667,0.096337374
6/24/2016,15:06:32,HIGHSNOW,1,22.98,betula,8.124838793,0.095950477
6/24/2016,15:06:33,HIGHSNOW,1,22.97,betula,8.240907918,0.095950477
6/24/2016,15:10:51,HIGHSNOW,1,19.9,ledum,1.249052518,0.076664862
6/24/2016,15:10:53,HIGHSNOW,1,19.9,ledum,1.024905252,0.075852734
6/24/2016,15:10:54,HIGHSNOW,1,19.89,ledum,1.026529507,0.077152139
6/24/2016,15:13:21,HIGHSNOW,1,19.36,eriophorum,8.03099683,0.169778091
6/24/2016,15:13:22,HIGHSNOW,1,19.36,eriophorum,8.03099683,0.169778091
6/24/2016,15:13:23,HIGHSNOW,1,19.35,eriophorum,7.890102149,0.170482564
6/24/2016,15:17:21,HIGHSNOW,2,17.73,salix,6.701030928,0.095360825
6/24/2016,15:17:22,HIGHSNOW,2,17.79,salix,6.729667812,0.094788087
6/24/2016,15:17:24,HIGHSNOW,2,17.85,salix,6.643757159,0.093928981
6/24/2016,15:19:55,HIGHSNOW,2,16.57,betula,8.260365017,0.115835004
6/24/2016,15:19:56,HIGHSNOW,2,16.56,betula,8.102120477,0.116467982
6/24/2016,15:19:57,HIGHSNOW,2,16.56,betula,8.038822661,0.116467982
6/24/2016,15:25:10,HIGHSNOW,2,16.2,ledum,7.175663585,0.169281241
6/24/2016,15:25:15,HIGHSNOW,2,16.17,ledum,6.53146436,0.165165523
6/24/2016,15:25:16,HIGHSNOW,2,16.17,ledum,6.53146436,0.165165523
